Title,Rating,Votes,Duration,Genre
The Bottom Line,6.5,12000,107,Crime
Mukhya Gamanika,8.5,2100,125,Crime
"Fallen Leaves, Broken Lighters",7.7,7000,96,Crime
Scapegoat,7.0,22000,85,Crime
Common Creed: Trafficking,6.7,8000,106,Crime
Malam Pertobatan,6.8,11000,81,Crime
Aaro,4.5,13000,120,Crime
Gull Lake Vice II: The Delusion Continues,8.2,16000,58,Crime
Ingu Mirugangal Vaazhum Idam,6.2,14000,108,Crime
Lesní vrah,4.2,78000,78,Crime
Abduction Chronicles,8.4,36000,126,Crime
Yathabhava,8.3,28000,127,Crime
Below the Rim,5.0,16000,89,Crime
Break War,2.4,15000,86,Crime
Bigul,9.3,46000,144,Crime
Agontuk,5.5,23000,125,Crime
Walk the Line,5.5,94000,115,Crime
Rhino Man,8.8,42000,96,Crime
The London Underground Killer,4.7,92000,91,Crime
Gally Gang Stars,9.0,2000,157,Crime
Blue Christmas,5.6,21000,79,Crime
"Compa, me gusta su vieja",5.7,20000,86,Crime
Jalandhara,9.2,545000,110,Crime
5D,8.2,578000,129,Crime
Blitz,7.2,8000,6,Crime
Chacaleria,8.1,419000,116,Crime
Vallavan Vaguthadhada,6.5,56000,104,Crime
Lolipop Gang,3.6,6000,90,Crime
Vengeful,6.1,18000,100,Crime
Don't Love,7.8,1500,177,Crime
The Real Story of January 6: Part 2 - The Long Road Home,6.2,29000,90,Crime
Little Black Submarines,6.9,57000,123,Crime
Insurance Jimmy,6.9,148000,110,Crime
The Deal,8.5,26000,130,Crime
Passagrana,6.5,129000,100,Crime
Shina,7.5,7000,98,Crime
Die Bloedhonde,6.3,10000,97,Crime
Sangharshana,7.3,1600,102,Crime
Rangeli,9.4,93000,140,Crime
Dai jia fa de ren,5.4,59000,121,Crime
Novyy god v Beryozovke,7.1,99000,94,Crime
Kaçkin,7.6,9000,104,Crime
Kunstroof,7.0,43000,102,Crime
Pinnil Oral,6.0,113000,127,Crime
AK47,7.2,14000,146,Crime
Koresha,3.0,63000,86,Crime
Guxim,7.7,34000,75,Crime
Above the Trees,6.5,14000,125,Crime
Leha,2.3,42000,98,Crime
What Lies Within,5.3,13000,90,Crime
SMB-plush presents trick or death,8.8,16000,120,Crime
La Tamalera,8.2,9000,115,Crime
Downfall of the Crypto King (theatrical feature),6.2,28000,90,Crime
Pink Butterfly,5.7,55000,109,Crime
Liebling Kreuzberg 2.0,5.1,50000,89,Crime
A Frozen Rage,5.4,47000,115,Crime
A Reel Heist,5.2,58000,116,Crime
Mun Kaupunki,6.6,22000,105,Crime
Beauty Grace Malice,7.6,44000,81,Crime
Yurka,4.0,30000,85,Crime
Mina and the Radio Bandits,7.3,44000,110,Crime
Sharma & Ambani,9.1,183000,104,Crime
Yaa Devi Sarva Bhuteshu,8.7,8000,119,Crime
Shades of Sapphire,7.8,9000,77,Crime
Ata Nirjon Duporiya,8.0,10000,103,Crime
Real Estate Sisters,4.8,17000,84,Crime
Dead Name,9.0,11000,84,Crime
Thirsty for Likes,4.0,38000,46,Crime
Spending Some Time Together,6.9,28000,146,Crime
No Loose Ends,6.7,9000,68,Crime
Who Do You Trust?,3.6,40000,96,Crime
Bayamariya Brammai,8.8,25000,88,Crime
7vens Law,9.4,20000,68,Crime
Conviction,7.0,36000,97,Crime
Vrutos,8.4,9000,100,Crime
Netru Indha Neram,5.5,136000,140,Crime
Water Mafia,9.2,13000,45,Crime
Dheera Samrat,9.8,99000,123,Crime
Full Clip for a Snitch,3.9,18000,75,Crime
Give Me a Ride,5.0,16000,102,Crime
El Junior Del Patron,7.4,10000,92,Crime
Dawgz Life,8.0,11000,143,Crime
Slapes,6.8,31000,82,Crime
All Suspects,3.6,19000,96,Crime
So It Goes,3.3,19000,77,Crime
Namak,4.5,13000,75,Crime
Los Hijos De Camelia y Emilio,6.4,28000,82,Crime
Nacida Para Vengar,8.0,9000,102,Crime
Po du xing dong,6.8,5000,79,Crime
The AI Dharma Story,2.5,1100,89,Crime
The Burned Hand,8.0,12000,85,Crime
The Kills,8.8,9000,70,Crime
Jimmy's Friends,7.0,11000,94,Crime
El Cartel De Teresa,8.0,9000,96,Crime
El Juego Del Poder,7.8,10000,95,Crime
Kenda,8.9,20000,135,Crime
Randa Ramphal,8.5,8000,70,Crime
Detroit Ransom,6.8,11000,76,Crime
Lealtad o Morir,8.2,9000,87,Crime
Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.9,30000,88,Crime
Las Hermanas Del Cartel,8.2,5000,91,Crime
La Nueva Camelia,5.4,17000,95,Crime
Duelo De Capos,6.3,28000,83,Crime
Runnin' from Wolves,7.2,10000,133,Crime
Beautifully Broken People,8.9,9000,75,Crime
Cageling,5.9,8000,69,Crime
Mufasa: The Lion King,6.6,63000,118,Musical
Wicked,7.5,157000,160,Musical
Moana 2,6.6,102000,100,Musical
Better Man,7.6,27000,135,Musical
Joker: Folie à Deux,5.2,160000,138,Musical
Emilia Pérez,5.4,88000,132,Musical
Mean Girls,5.5,37000,112,Musical
Descendants: The Rise of Red,4.7,7000,91,Musical
Spellbound,5.5,7400,109,Musical
Spermageddon,5.8,816000,80,Musical
The End,5.5,1900,148,Musical
Piece by Piece,6.9,5400,93,Musical
Thelma the Unicorn,5.7,2900,93,Musical
The Merry Gentlemen,4.8,10000,87,Musical
This Is Me... Now,4.1,7100,65,Musical
The Deb,7.5,71000,121,Musical
The Night Before Christmas in Wonderland,6.3,518000,80,Musical
Victory,6.4,286000,120,Musical
The Opera!,7.1,76000,106,Musical
Queens of Drama,6.3,196000,114,Musical
Noah's Ark,4.3,662000,96,Musical
Shannon Matthews the Musical the Movie,7.5,198000,91,Musical
Dongeng Sang Kancil,6.7,173000,99,Musical
Bonnie and Clyde: The Musical,7.5,89000,150,Musical
Girl from the North Country,7.0,13000,152,Musical
How Could I Live Without You?,6.9,1000,105,Musical
Chainsaws Were Singing,7.2,362000,117,Musical
Gaga Chromatica Ball,8.1,2000,117,Musical
Polvo serán,6.7,295000,106,Musical
Fox & Hare Save the Forest,5.9,203000,71,Musical
First Nights at Freddy's,9.3,16000,98,Musical
Kajolrekha,6.3,177000,156,Musical
Krispy Rishtey,6.5,70000,133,Musical
Varshangalkku Shesham,6.6,4200,166,Musical
Trapezium,6.3,152000,102,Musical
Dans la cuisine des Nguyen,7.2,73000,99,Musical
Captain Avispa,5.8,177000,96,Musical
Isang himala,7.4,24000,145,Musical
Carol,8.3,47000,115,Musical
Sisters and Neighbors!,6.5,188000,105,Musical
O Melhor Amigo,7.2,62000,96,Musical
"Kiss Me, Kate: The Musical",7.7,28000,161,Musical
Heart Strings,5.8,10000,107,Musical
Petta Rap,3.8,1700,123,Musical
Benjamin Bat,7.9,30000,75,Musical
Eating Me Up,8.1,295000,104,Musical
Shahid,6.5,84000,84,Musical
Amaltash,8.1,149000,113,Musical
Nature Cat's Nature Movie Special Extraordinaire,7.3,19000,53,Musical
Hov1 4-ever,6.4,73000,92,Musical
Call Me Agnes,6.8,17000,94,Musical
Zhi Ci Qing Lv,6.7,49000,89,Musical
My Favourite Things: The Rodgers & Hammerstein 80th Anniversary Concert,7.9,59000,0,Musical
Pattaapakal,2.7,221000,104,Musical
The Good Loan Sharks,5.0,75000,122,Musical
Under Streetlights,9.0,15000,90,Musical
Solo Town,6.4,25000,103,Musical
Ya Boy Kongming! Road to Summer Sonia,7.4,40000,119,Musical
Keo=peul-ji-ok,5.3,7000,94,Musical
Mezhdu nami leto,5.7,56000,113,Musical
Peaceful Lights,9.6,19000,86,Musical
Rangde,7.3,7000,143,Musical
"Bryson, the Demon Slayer",4.5,12000,59,Musical
Iyus Jenius,9.0,7000,82,Musical
The Clashing Elements: Saviors of the Multiverse,7.2,9000,91,Musical
KorimDick,8.6,7000,21,Musical
El musical de los 80s y los 90s. La película,6.1,8000,80,Musical
